id_drug_i,id_drug_j,name_i,name_j,description,severity
DB00215,DB00998,Citalopram,Frovatriptan,Increased risk of CNS adverse effects,
DB00215,DB01037,Citalopram,Selegiline,Possible severe adverse reaction with this combination,
DB00215,DB01136,Citalopram,Carvedilol,The SSRI increases the effect of the beta-blocker,
DB00215,DB01211,Citalopram,Clarithromycin,Possible serotoninergic syndrome with this combination,
DB00215,DB01367,Citalopram,Rasagiline,Possible severe adverse reaction with this combination,
DB00216,DB00285,Eletriptan,Venlafaxine,Increased risk of CNS adverse effects,
DB00216,DB00320,Eletriptan,Dihydroergotamine,Possible severe and prolonged vasoconstriction,
DB00216,DB00472,Eletriptan,Fluoxetine,Increased risk of CNS adverse effects,
DB00216,DB00715,Eletriptan,Paroxetine,Increased risk of CNS adverse effects,
DB00216,DB01104,Eletriptan,Sertraline,Increased risk of CNS adverse effects,
DB00216,DB01167,Eletriptan,Itraconazole,This potent CYP3A4 inhibitor increases the effect and toxicity of the triptan,
DB00216,DB01175,Eletriptan,Escitalopram,Increased risk of CNS adverse effects,
DB00216,DB01211,Eletriptan,Clarithromycin,This macrolide increases the effect and toxicity of eletriptan,
DB00218,DB00246,Moxifloxacin,Ziprasidone,Increased risk of cardiotoxicity and arrhythmias,
DB00218,DB00364,Moxifloxacin,Sucralfate,Formation of non-absorbable complexes,
DB00218,DB00682,Moxifloxacin,Warfarin,Moxifloxacin increases the anticoagulant effect,
DB00218,DB00893,Moxifloxacin,Iron Dextran,Formation of non-absorbable complexes,
DB00218,DB00908,Moxifloxacin,Quinidine,Increased risk of cardiotoxicity and arrhythmias,
DB00218,DB01118,Moxifloxacin,Amiodarone,Increased risk of cardiotoxicity and arrhythmias,
DB00218,DB01373,Moxifloxacin,Calcium,Formation of non-absorbable complexes,
DB00218,DB01377,Moxifloxacin,Magnesium oxide,Formation of non-absorbable complexes,
DB00218,DB01402,Moxifloxacin,Bismuth subsalicylate,Formation of non-absorbable complexes,
DB00218,DB01592,Moxifloxacin,Iron,Formation of non-absorbable complexes,
DB00220,DB00683,Nelfinavir,Midazolam,The protease inhibitor increases the effect of the benzodiazepine,
DB00220,DB00813,Nelfinavir,Fentanyl,The protease inhibitor increases the effect and toxicity of fentanyl,
DB00222,DB00230,Glimepiride,Pregabalin,Increased risk of edema,
DB00222,DB00912,Glimepiride,Repaglinide,Similar mode of action - questionable association,
DB00222,DB01026,Glimepiride,Ketoconazole,Ketoconazole increases the effect of rosiglitazone,
DB00222,DB01045,Glimepiride,Rifampicin,"Rifampin reduces levels and efficacy of rosiglitazone, rifampin decreases the effect of sulfonylurea",
DB00222,DB01241,Glimepiride,Gemfibrozil,Gemfibrozil increases the effect and toxicity of rosiglitazone/pioglitazone,
DB00227,DB00343,Lovastatin,Diltiazem,Diltiazem increases the effect and toxicity of the statin,
DB00227,DB00564,Lovastatin,Carbamazepine,Carbamazepine decreases the effect of the statin,
DB00227,DB00627,Lovastatin,Niacin,Risk of severe myopathy/rhabdomyolysis with this combination,
DB00227,DB00661,Lovastatin,Verapamil,Verapamil increases the effect and toxicity of statin,
DB00227,DB00682,Lovastatin,Warfarin,The statin increases the anticoagulant effect,
DB00227,DB01039,Lovastatin,Fenofibrate,Increased risk of myopathy/rhabdomyolysis,
DB00227,DB01211,Lovastatin,Clarithromycin,The macrolide possibly increases the statin toxicity,
DB00227,DB01241,Lovastatin,Gemfibrozil,Increased risk of myopathy/rhabdomyolysis,
DB00227,DB01394,Lovastatin,Colchicine,Increased risk of rhabdomyolysis with this combination,
DB00230,DB00412,Pregabalin,Rosiglitazone,Increased risk of edema,
DB00230,DB01132,Pregabalin,Pioglitazone,Increased risk of edema,
DB00231,DB00252,Temazepam,Phenytoin,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00231,DB00363,Temazepam,Clozapine,Increased risk of toxicity,
DB00238,DB00333,Nevirapine,Methadone,The antiretroviral agent decreases the effect of methadone,
DB00238,DB01076,Nevirapine,Atorvastatin,The NNRT inhibitor increases the effect and toxicity of the statin,
DB00241,DB00254,Butalbital,Doxycycline,The anticonvulsant decreases the effect of doxycycline,
DB00241,DB00264,Butalbital,Metoprolol,The barbiturate decreases the effect of metabolized beta-blocker,
DB00241,DB00277,Butalbital,Theophylline,The barbiturate decreases the effect of theophylline,
DB00241,DB00286,Butalbital,Conjugated estrogens,The enzyme inducer decreases the effect of hormones,
DB00241,DB00333,Butalbital,Methadone,The barbiturate decreases the effect of methadone,
DB00241,DB00351,Butalbital,Megestrol acetate,The enzyme inducer decreases the effect of hormones,
DB00241,DB00367,Butalbital,Levonorgestrel,Phenobarbital decreases the effect of levonorgestrel,
DB00241,DB00443,Butalbital,Betamethasone,The barbiturate decreases the effect of the corticosteroid,
DB00241,DB00571,Butalbital,Propranolol,The barbiturate decreases the effect of metabolized beta-blocker,
DB00241,DB00603,Butalbital,Medroxyprogesterone acetate,The enzyme inducer decreases the effect of hormones,
DB00241,DB00620,Butalbital,Triamcinolone,The barbiturate decreases the effect of the corticosteroid,
DB00241,DB00635,Butalbital,Prednisone,The barbiturate decreases the effect of the corticosteroid,
DB00241,DB00687,Butalbital,Fludrocortisone,The barbiturate decreases the effect of the corticosteroid,
DB00241,DB00717,Butalbital,Norethisterone,This product may cause a slight decrease of contraceptive effect,
DB00241,DB00741,Butalbital,Hydrocortisone,The barbiturate decreases the effect of the corticosteroid,
DB00241,DB00783,Butalbital,Estradiol,The enzyme inducer decreases the effect of hormones,
DB00241,DB00860,Butalbital,Prednisolone,The barbiturate decreases the effect of the corticosteroid,
DB00241,DB00882,Butalbital,Clomifene,The enzyme inducer decreases the effect of hormones,
DB00241,DB00908,Butalbital,Quinidine,The anticonvulsant decreases the effect of quinidine,
DB00241,DB00916,Butalbital,Metronidazole,The barbiturate decreases the effect of metronidazole,
DB00241,DB00977,Butalbital,Ethinylestradiol,This product may cause a slight decrease of contraceptive effect,
DB00241,DB01023,Butalbital,Felodipine,The barbiturate decreases the effect of felodipine,
DB00241,DB01115,Butalbital,Nifedipine,The barbiturate decreases the effect of the calcium channel blocker,
DB00241,DB01223,Butalbital,Aminophylline,The barbiturate decreases the effect of theophylline,
DB00241,DB01234,Butalbital,Dexamethasone,The barbiturate decreases the effect of the corticosteroid,
DB00243,DB00246,Ranolazine,Ziprasidone,Possible additive effect on QT prolongation,
DB00243,DB00343,Ranolazine,Diltiazem,Increased levels of ranolazine - risk of toxicity,
DB00243,DB00390,Ranolazine,Digoxin,Ranolazine increases digoxin levels,
DB00243,DB00489,Ranolazine,Sotalol,Possible additive effect on QT prolongation,
DB00243,DB00641,Ranolazine,Simvastatin,Ranolazine increases the statin level,
DB00243,DB00661,Ranolazine,Verapamil,Increased levels of ranolazine - risk of toxicity,
DB00243,DB01118,Ranolazine,Amiodarone,Possible additive effect on QT prolongation,
DB00244,DB00993,Mesalazine,Azathioprine,The 5-ASA derivative increases the toxicity of thiopurine,
DB00244,DB01033,Mesalazine,Mercaptopurine,The 5-ASA derivative increases the toxicity of thiopurine,
DB00245,DB00502,Benzatropine,Haloperidol,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00245,DB00662,Benzatropine,Trimethobenzamide,"Trimethobenzamide and Benztropine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00245,DB00843,Benzatropine,Donepezil,Possible antagonism of action,
DB00246,DB00477,Ziprasidone,Chlorpromazine,Increased risk of cardiotoxicity and arrhythmias,
DB00246,DB00564,Ziprasidone,Carbamazepine,Increases the effect and toxicity of ziprasidone,
DB00246,DB00843,Ziprasidone,Donepezil,Possible antagonism of action,
DB00246,DB00908,Ziprasidone,Quinidine,Increased risk of cardiotoxicity and arrhythmias,
DB00246,DB01026,Ziprasidone,Ketoconazole,Ketoconazole increases the effect and toxicity of ziprasidone,
DB00246,DB01118,Ziprasidone,Amiodarone,Increased risk of cardiotoxicity and arrhythmias,
DB00250,DB00440,Dapsone,Trimethoprim,Increased toxicity of both products,
DB00250,DB00615,Dapsone,Rifabutin,Decreased levels of dapsone,
DB00250,DB01373,Dapsone,Calcium,Formation of non-absorbable complexes,
DB00250,DB01377,Dapsone,Magnesium oxide,Formation of non-absorbable complexes,
DB00252,DB00254,Phenytoin,Doxycycline,The anticonvulsant decreases the effect of doxycycline,Moderate
DB00252,DB00273,Phenytoin,Topiramate,Increased phenytoin/decreased topiramate,
DB00252,DB00277,Phenytoin,Theophylline,Decreased effect of both products,
DB00252,DB00286,Phenytoin,Conjugated estrogens,The enzyme inducer decreases the effect of the hormones,Moderate
DB00252,DB00333,Phenytoin,Methadone,The hydantoin decreases the effect of methadone,
DB00252,DB00338,Phenytoin,Omeprazole,Omeprazole increases the effect of hydantoin,Moderate
DB00252,DB00363,Phenytoin,Clozapine,The hydantoin decreases the effect of clozapine,
DB00252,DB00364,Phenytoin,Sucralfate,Sucralfate decreases the effect of hydantoin,
DB00252,DB00367,Phenytoin,Levonorgestrel,Phenytoin decreases the contraceptive effect,Major
DB00252,DB00370,Phenytoin,Mirtazapine,The hydantoins may reduce mirtazapine plasma concentrations and pharmacological effects,
DB00252,DB00404,Phenytoin,Alprazolam,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00252,DB00440,Phenytoin,Trimethoprim,Trimethoprim increases the effect of hydantoin,Moderate
DB00252,DB00472,Phenytoin,Fluoxetine,Fluoxetine increases the effect of phenytoin,Moderate
DB00252,DB00475,Phenytoin,Chlordiazepoxide,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00252,DB00501,Phenytoin,Cimetidine,Cimetidine increases the effect of hydantoin,
DB00252,DB00515,Phenytoin,Cisplatin,The antineoplasic agent decreases the effect of hydantoin,
DB00252,DB00537,Phenytoin,Ciprofloxacin,Ciprofloxacin decreases the hydantoin effect,Moderate
DB00252,DB00555,Phenytoin,Lamotrigine,Phenytoin may reduce levels of lamotrigine,
DB00252,DB00563,Phenytoin,Methotrexate,The antineoplasic agent decreases the effect of hydantoin,
DB00252,DB00620,Phenytoin,Triamcinolone,The enzyme inducer decreases the effect of the corticosteroid,
DB00252,DB00635,Phenytoin,Prednisone,The enzyme inducer decreases the effect of the corticosteroid,Moderate
DB00252,DB00673,Phenytoin,Aprepitant,This CYP3A4 inducer decreases the effect of aprepitant,
DB00252,DB00682,Phenytoin,Warfarin,Increased hydantoin levels and risk of bleeding,Moderate
DB00252,DB00683,Phenytoin,Midazolam,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00252,DB00687,Phenytoin,Fludrocortisone,The enzyme inducer decreases the effect of the corticosteroid,
DB00252,DB00695,Phenytoin,Furosemide,The hydantoin decreases the effect of furosemide,Minor
DB00252,DB00741,Phenytoin,Hydrocortisone,The enzyme inducer decreases the effect of the corticosteroid,Moderate
DB00252,DB00776,Phenytoin,Oxcarbazepine,Oxcarbazepine increases the effect of hydantoin,
DB00252,DB00783,Phenytoin,Estradiol,The enzyme inducer decreases the effect of the hormones,Moderate
DB00252,DB00822,Phenytoin,Disulfiram,Disulfiram increases the effect of phenytoin,
DB00252,DB00829,Phenytoin,Diazepam,"Possible increased levels of the hydantoin, decrease of benzodiazepine",Moderate
DB00252,DB00860,Phenytoin,Prednisolone,The enzyme inducer decreases the effect of the corticosteroid,Moderate
DB00252,DB00949,Phenytoin,Felbamate,Increased phenytoin levels and decreased felbamate levels,
DB00252,DB00958,Phenytoin,Carboplatin,The antineoplasic agent decreases the effect of hydantoin,
DB00252,DB00959,Phenytoin,Methylprednisolone,The enzyme inducer decreases the effect of the corticosteroid,
DB00252,DB00977,Phenytoin,Ethinylestradiol,This product may cause a slight decrease of contraceptive effect,Major
DB00252,DB00988,Phenytoin,Dopamine,Risk of severe hypotension,
DB00252,DB00996,Phenytoin,Gabapentin,Gabapentin increases the effect of hydantoin,
DB00252,DB01045,Phenytoin,Rifampicin,Rifampin decreases the effect of hydantoin,
DB00252,DB01080,Phenytoin,Vigabatrin,Vigabatrin decreases the effect of hydantoin,
DB00252,DB01104,Phenytoin,Sertraline,Sertraline increases the effect of hydantoin,
DB00252,DB01114,Phenytoin,Chlorpheniramine,The antihistamine increases the effect of hydantoin,
DB00252,DB01118,Phenytoin,Amiodarone,Amiodarone increases the effect of hydantoin,Moderate
DB00252,DB01211,Phenytoin,Clarithromycin,Clarithromycin increases the effect and toxicity of phenytoin,
DB00252,DB01223,Phenytoin,Aminophylline,Decreased effect of both products,Moderate
DB00252,DB01224,Phenytoin,Quetiapine,Phenytoin decreases the effect of quetiapine,
DB00252,DB01234,Phenytoin,Dexamethasone,The enzyme inducer decreases the effect of the corticosteroid,Moderate
DB00252,DB01235,Phenytoin,Levodopa,The hydantoin decreases the effect of levodopa,Moderate
DB00254,DB00312,Doxycycline,Pentobarbital,The anticonvulsant decreases the effect of doxycycline,
DB00254,DB00319,Doxycycline,Piperacillin,Possible antagonism of action,
DB00254,DB00355,Doxycycline,Aztreonam,Possible antagonism of action,
DB00254,DB00390,Doxycycline,Digoxin,The tetracycline increases the effect of digoxin in 10% of patients,
DB00254,DB00415,Doxycycline,Ampicillin,Possible antagonism of action,
DB00254,DB00417,Doxycycline,Phenoxymethylpenicillin,Possible antagonism of action,
DB00254,DB00459,Doxycycline,Acitretin,Increased risk of intracranial hypertension,
DB00254,DB00474,Doxycycline,Methohexital,The anticonvulsant decreases the effect of doxycycline,
DB00254,DB00485,Doxycycline,Dicloxacillin,Possible antagonism of action,
DB00254,DB00563,Doxycycline,Methotrexate,The tetracycline increases methotrexate toxicity,
DB00254,DB00564,Doxycycline,Carbamazepine,The anticonvulsant decreases the effect of doxycycline,Moderate
DB00254,DB00607,Doxycycline,Nafcillin,Possible antagonism of action,
DB00254,DB00615,Doxycycline,Rifabutin,The rifamycin decreases the effect of doxycycline,
DB00254,DB00682,Doxycycline,Warfarin,The tetracycline increases the anticoagulant effect,Moderate
DB00254,DB00766,Doxycycline,Clavulanic acid,Possible antagonism of action,None
DB00254,DB00794,Doxycycline,Primidone,The anticonvulsant decreases the effect of doxycycline,
DB00254,DB00893,Doxycycline,Iron Dextran,Formation of non-absorbable complexes,
DB00254,DB00977,Doxycycline,Ethinylestradiol,This anti-infectious agent could decrease the effect  of the oral contraceptive,Moderate
DB00254,DB00982,Doxycycline,Isotretinoin,Increased risk of intracranial hypertension,
DB00254,DB01045,Doxycycline,Rifampicin,The rifamycin decreases the effect of doxycycline,
DB00254,DB01053,Doxycycline,Benzylpenicillin,Possible antagonism of action,
DB00254,DB01060,Doxycycline,Amoxicillin,Possible antagonism of action,Moderate
DB00254,DB01174,Doxycycline,Phenobarbital,The anticonvulsant decreases the effect of doxycycline,Moderate
DB00254,DB01306,Doxycycline,Insulin aspart,Tetracycline increases the risk of hypoglycemia,
DB00254,DB01307,Doxycycline,Insulin detemir,Tetracycline increases the risk of hypoglycemia,
DB00254,DB01309,Doxycycline,Insulin glulisine,Tetracycline increases the risk of hypoglycemia,
DB00254,DB01320,Doxycycline,Fosphenytoin,The anticonvulsant decreases the effect of doxycycline,
DB00254,DB01373,Doxycycline,Calcium,Formation of non-absorbable complexes,
DB00254,DB01377,Doxycycline,Magnesium oxide,Formation of non-absorbable complexes,
DB00254,DB01402,Doxycycline,Bismuth subsalicylate,Formation of non-absorbable complexes,
DB00254,DB01592,Doxycycline,Iron,Formation of non-absorbable complexes,Moderate
DB00254,DB01606,Doxycycline,Tazobactam,Possible antagonism of action,
